OverallQual,GrLivArea,Neighborhood,YearBuilt,YearRemodAdd,OverallCond,BsmtFinSF1,GarageCars,GarageArea,GarageType,GarageFinish,GarageYrBlt,TotRmsAbvGrd,KitchenQual,ExterQual,BsmtQual,BsmtExposure,Fireplaces,FireplaceQu,LotArea,LotFrontage,MSSubClass,MSZoning,HouseStyle,OpenPorchSF,HasGarage,HasBasement,TotalSF,TotalBathrooms,Qual_High,Qual_Low,SalePrice
6,1732,SawyerW,1985,1985,5,0,2,476,Attchd,Fin,1985.0,7,Gd,Gd,Gd,No,1,TA,9206,77.0,60,RL,2Story,46,1,1,2473,2.5,0,0,178000
6,1431,NAmes,1962,1962,5,371,1,296,Basment,RFn,1962.0,6,TA,TA,Gd,Gd,1,Gd,9150,101.0,80,RL,SLvl,110,1,1,2530,1.0,0,0,165000
7,1872,NWAmes,1988,1988,5,929,2,604,Attchd,Fin,1988.0,6,TA,TA,Gd,Av,1,TA,10400,80.0,20,RL,1Story,39,1,1,3717,2.0,0,0,241500
5,928,OldTown,1957,1957,6,308,1,288,Attchd,Fin,1957.0,5,TA,TA,TA,No,0,Npfireplace,6000,50.0,20,RM,1Story,0,1,1,1856,1.0,0,0,112500
8,1911,SawyerW,1993,1994,5,380,2,471,Attchd,RFn,1993.0,8,Gd,Gd,Gd,No,1,TA,9554,80.0,60,RL,2Story,81,1,1,2688,2.5,1,0,215000
7,2329,SawyerW,1990,1990,5,1085,2,514,Attchd,Unf,1990.0,10,Gd,TA,Gd,No,1,Ex,11839,86.0,60,RL,2Story,121,1,1,3804,2.5,0,0,262280
6,1445,NAmes,1964,1964,6,564,2,645,Attchd,RFn,1964.0,7,TA,TA,TA,Gd,1,Fa,12095,73.0,80,RL,SLvl,0,1,1,2572,1.5,0,0,158000
8,2482,Timber,2005,2006,5,0,3,642,BuiltIn,Fin,2005.0,9,Gd,Gd,Gd,Gd,1,Gd,12665,88.0,60,RL,2Story,39,1,1,3576,2.5,1,0,281213
7,1339,Timber,1990,1990,5,1053,2,484,Attchd,Fin,1990.0,6,TA,TA,Gd,No,1,TA,8049,50.0,20,RL,1Story,58,1,1,2648,2.0,0,0,180000
7,1692,Timber,2009,2009,5,0,2,650,Attchd,RFn,2009.0,6,Gd,TA,Ex,Av,0,Npfireplace,13159,83.0,60,RL,2Story,114,1,1,2538,2.5,0,0,224500
6,1953,ClearCr,1992,1992,5,985,2,501,Attchd,Fin,1992.0,9,Gd,Gd,Gd,Av,2,Fa,53107,80.0,60,RL,2Story,231,1,1,3533,2.5,0,0,240000
6,1660,Crawfor,1934,1995,7,326,1,240,Detchd,Unf,1939.0,6,TA,TA,TA,No,1,Gd,11988,74.0,70,RL,2Story,0,1,1,2375,1.5,0,0,188700
8,1801,Gilbert,2005,2005,5,0,3,800,Attchd,Fin,2005.0,8,Gd,Gd,Gd,No,1,Gd,10463,72.0,60,RL,2Story,116,1,1,2694,2.5,1,0,239900
8,1742,StoneBr,1985,1985,5,1148,2,564,Attchd,RFn,1985.0,5,Gd,Gd,Gd,Gd,1,TA,6563,63.0,120,RL,1Story,28,1,1,3484,2.0,1,0,275000
5,1144,Edwards,1956,1956,6,739,1,596,Attchd,Unf,1956.0,6,TA,TA,TA,Av,0,Npfireplace,9571,68.0,20,RL,1Story,0,1,1,2288,1.0,0,0,129000
7,1983,Gilbert,1999,1999,5,694,2,490,Attchd,Fin,1999.0,9,Gd,Gd,Gd,No,1,TA,10762,65.0,60,RL,2Story,0,1,1,2961,2.5,0,0,225000
5,1734,Mitchel,1977,1977,5,0,2,539,Attchd,Unf,1977.0,8,Gd,TA,NoBasement,NoBasement,0,Npfireplace,10125,75.0,90,RL,1.5Fin,0,1,0,1734,2.0,0,0,126000
6,1348,NAmes,1966,1966,5,512,2,453,Attchd,RFn,1966.0,6,TA,TA,TA,No,1,Fa,7590,69.0,60,RL,2Story,108,1,1,2008,1.5,0,0,155000
7,1242,NWAmes,1973,1973,6,916,2,528,Attchd,Unf,1973.0,6,TA,TA,TA,No,1,TA,9600,80.0,20,RL,1Story,0,1,1,2484,1.5,0,0,175500
6,848,CollgCr,2004,2004,5,662,2,420,Attchd,RFn,2004.0,3,Gd,Gd,Gd,Av,1,Gd,4438,69.0,120,RM,1Story,0,1,1,1696,1.0,0,0,149000
6,1422,NWAmes,1981,1981,6,588,2,576,Attchd,Fin,1981.0,7,Gd,TA,Gd,No,1,TA,12090,78.0,20,RL,1Story,0,1,1,2844,2.0,0,0,175500
5,1306,NAmes,1957,2000,7,860,1,756,Detchd,Unf,1968.0,5,TA,TA,TA,Mn,0,Npfireplace,8712,64.0,20,RL,1Story,0,1,1,2298,1.0,0,0,153000
4,988,MeadowV,1973,1973,5,462,1,297,BuiltIn,Unf,1973.0,5,TA,TA,Gd,Gd,0,Npfireplace,1596,21.0,180,RM,SLvl,101,1,1,1450,1.0,0,1,91000
4,2290,OldTown,1885,1950,6,0,2,560,Detchd,Unf,1971.0,11,TA,TA,TA,No,0,Npfireplace,11340,60.0,190,RM,2Story,0,1,1,3067,2.0,0,1,122500
4,1229,Edwards,1956,1956,6,1059,1,284,Attchd,RFn,1956.0,6,TA,TA,TA,No,0,Npfireplace,17140,67.0,20,RL,1Story,0,1,1,2363,1.0,0,1,135000
5,1601,Sawyer,1958,1987,6,0,1,300,BuiltIn,RFn,1958.0,6,TA,TA,TA,No,0,Npfireplace,13825,85.0,80,RL,SLvl,34,1,1,2134,1.0,0,0,140000
6,987,BrDale,1972,1972,5,0,1,288,Attchd,Unf,1972.0,5,TA,TA,TA,No,1,Po,1680,21.0,160,RM,2Story,0,1,1,1470,1.5,0,0,94500
6,1602,NWAmes,1977,2000,7,1246,2,529,Attchd,Fin,1977.0,8,Gd,Gd,Gd,No,1,TA,16635,80.0,20,RL,1Story,0,1,1,3204,2.0,0,0,215000
6,1689,Edwards,1956,1956,5,0,2,480,Attchd,Unf,1956.0,7,TA,TA,TA,No,1,Gd,9855,73.0,20,RL,1Story,0,1,1,3125,1.0,0,0,127500
6,1196,NAmes,1956,1956,5,616,1,297,Attchd,RFn,1956.0,6,TA,TA,Gd,No,1,Gd,9000,72.0,20,RL,1Story,44,1,1,2392,1.0,0,0,139000
5,894,CollgCr,1972,1972,5,777,2,600,Detchd,RFn,1985.0,6,TA,TA,TA,Av,0,Npfireplace,7200,60.0,20,RL,1Story,0,1,1,1788,1.0,0,0,123000
6,2158,Edwards,1950,2001,7,477,2,576,Attchd,Unf,1950.0,7,Gd,TA,TA,Av,1,Gd,12615,84.0,20,RL,1Story,29,1,1,3360,2.0,0,0,243000
5,1120,Mitchel,2007,2007,5,206,0,0,NoGarage,NoGarage,0.0,6,TA,TA,Gd,No,0,Npfireplace,8402,70.0,20,RL,1Story,30,0,1,2240,1.0,0,0,147000
8,1234,CollgCr,2007,2007,5,0,2,484,Attchd,RFn,2007.0,7,Gd,Gd,Ex,Av,0,Npfireplace,11049,85.0,20,RL,1Story,30,1,1,2468,2.0,1,0,179900
6,2060,ClearCr,1988,1989,5,831,2,521,Attchd,Unf,1988.0,8,TA,Gd,Gd,No,1,TA,10029,97.0,60,RL,2Story,228,1,1,3211,2.5,0,0,211000
5,1750,OldTown,1880,1991,6,0,1,240,Detchd,Unf,1937.0,8,Ex,TA,Fa,No,0,Npfireplace,9000,50.0,70,RM,2Story,0,1,1,2386,1.0,0,0,124000
5,1114,SawyerW,2004,2004,5,646,2,576,Detchd,Unf,2004.0,6,Gd,TA,TA,No,0,Npfireplace,13695,66.0,20,RL,1Story,102,1,1,2228,1.5,0,0,159000
8,2217,NAmes,1970,1970,6,351,2,621,Attchd,Unf,1970.0,8,Gd,Gd,TA,Gd,1,TA,15865,95.0,20,RL,1Story,207,1,1,4434,2.0,1,0,268000
6,1395,NWAmes,1972,1972,6,593,2,497,Attchd,Unf,1972.0,6,TA,TA,TA,No,1,TA,12936,80.0,60,RL,2Story,116,1,1,2118,1.5,0,0,162000
5,1803,Sawyer,1957,2000,4,168,2,484,Attchd,RFn,1957.0,8,TA,TA,TA,No,1,TA,13125,88.0,20,RL,1Story,0,1,1,2937,2.0,0,0,155000
6,1218,BrDale,1972,1972,7,317,1,264,Detchd,Unf,1972.0,7,TA,TA,TA,No,0,Npfireplace,1680,21.0,160,RM,2Story,28,1,1,1890,1.5,0,0,118000
10,2007,Somerst,2008,2008,5,765,3,812,Attchd,Fin,2008.0,10,Ex,Ex,Ex,Av,1,Ex,11003,85.0,60,FV,2Story,52,1,1,3024,2.5,1,0,310000
3,1040,NAmes,1949,1950,4,0,2,400,Detchd,Unf,1949.0,6,TA,TA,NoBasement,NoBasement,0,Npfireplace,8544,73.0,90,RL,1Story,0,1,0,1040,2.0,0,1,87500
5,1110,Mitchel,1978,1978,6,1097,2,602,Attchd,Fin,1978.0,4,Gd,TA,Gd,Av,1,TA,9101,75.5,85,RL,SFoyer,30,1,1,2207,1.0,0,0,165500
7,1208,CollgCr,2006,2006,5,686,2,632,Attchd,RFn,2006.0,6,Gd,Gd,Gd,Av,0,Npfireplace,6762,64.0,20,RL,1Story,61,1,1,2395,2.0,0,0,206000
5,899,Sawyer,1967,2004,7,450,1,288,Attchd,Fin,1967.0,5,Gd,TA,TA,No,0,Npfireplace,7800,65.0,20,RL,1Story,0,1,1,1763,1.0,0,0,130000
6,1593,Gilbert,1992,1993,5,0,2,389,BuiltIn,RFn,1993.0,7,TA,TA,Gd,No,1,TA,9636,65.0,60,RL,2Story,40,1,1,2401,2.5,0,0,178000
6,848,CollgCr,2003,2003,5,659,2,420,Attchd,Fin,2003.0,3,Gd,Gd,Gd,Av,0,Npfireplace,4435,36.0,120,RM,1Story,0,1,1,1696,1.0,0,0,131500
7,1402,Blmngtn,2006,2007,5,0,3,648,Attchd,Fin,2006.0,7,Gd,Gd,Ex,Av,1,Gd,3922,53.0,120,RL,1Story,16,1,1,2660,1.0,0,0,194201
6,752,SawyerW,1984,1984,5,623,1,264,Attchd,Unf,1984.0,4,TA,TA,Gd,No,0,Npfireplace,7175,50.0,120,RL,1Story,0,1,1,1496,1.0,0,0,125000
5,1111,IDOTRR,1920,1996,7,0,1,288,Detchd,Unf,1935.0,6,Fa,TA,TA,No,0,Npfireplace,7200,60.0,75,RM,2.5Unf,0,1,1,1641,1.0,0,0,101000
5,894,Sawyer,1968,1968,5,492,2,450,Attchd,Fin,1968.0,5,TA,TA,Gd,No,1,Po,8724,109.0,20,RL,1Story,0,1,1,1788,1.0,0,0,129000
6,1138,NAmes,1958,1958,8,507,1,264,Attchd,RFn,1958.0,6,TA,TA,TA,Av,0,Npfireplace,10482,65.0,80,RL,SLvl,0,1,1,1726,1.0,0,0,145000
6,1632,NAmes,1958,1988,6,620,1,338,Attchd,RFn,1958.0,6,TA,TA,TA,No,1,Gd,9600,80.0,20,RL,1Story,0,1,1,2872,2.0,0,0,139000
6,1406,IDOTRR,1920,1950,7,0,0,0,NoGarage,NoGarage,0.0,6,Fa,TA,TA,No,0,Npfireplace,7920,60.0,50,RM,1.5Fin,144,0,1,1725,1.0,0,0,89500
6,2345,Crawfor,1932,1950,8,503,2,360,Detchd,Unf,1932.0,9,TA,TA,Gd,No,1,Gd,16560,80.0,70,RL,2Story,0,1,1,3297,2.5,0,0,239000
4,882,OldTown,1956,1956,6,0,0,0,NoGarage,NoGarage,0.0,4,TA,TA,TA,No,0,Npfireplace,5500,55.0,45,RL,1.5Unf,0,0,1,1764,1.0,0,1,103200
8,2610,Somerst,2007,2007,5,64,2,550,BuiltIn,Fin,2007.0,11,Ex,Gd,Gd,Av,1,Gd,9000,75.0,60,FV,2Story,364,1,1,3794,2.5,1,0,303477
10,3627,NoRidge,1995,1996,5,1387,3,807,Attchd,Fin,1995.0,10,Gd,Gd,Ex,Gd,1,TA,35760,118.0,60,RL,2Story,76,1,1,5557,3.5,1,0,625000
5,864,NAmes,1950,2002,8,398,2,720,Detchd,RFn,1980.0,5,Gd,TA,TA,No,0,Npfireplace,7200,60.0,20,RL,1Story,0,1,1,1728,1.0,0,0,129000
8,1247,Somerst,2005,2005,5,1039,2,550,Attchd,Fin,2005.0,4,Gd,Gd,Gd,No,1,Gd,3316,37.0,120,FV,1Story,84,1,1,2494,1.5,1,0,197000
4,1374,OldTown,1920,1950,6,315,1,338,Detchd,Fin,1967.0,6,TA,Fa,TA,No,0,Npfireplace,5400,90.0,50,RL,1.5Fin,0,1,1,2214,1.0,0,1,105000
6,1198,OldTown,1920,1998,7,0,0,0,NoGarage,NoGarage,0.0,7,TA,TA,TA,No,0,Npfireplace,5586,60.0,50,RM,1.5Fin,98,0,1,2099,1.0,0,0,79900
6,848,CollgCr,2004,2004,5,662,2,420,Attchd,RFn,2004.0,3,Gd,Gd,Gd,Av,0,Npfireplace,4426,69.0,120,RM,1Story,0,1,1,1696,1.0,0,0,143000
7,2022,ClearCr,1977,1977,5,392,2,505,Attchd,Fin,1977.0,8,TA,TA,Gd,No,1,TA,10005,83.0,60,RL,2Story,117,1,1,3182,2.5,0,0,192000
7,1954,Crawfor,1939,2006,9,341,2,431,Attchd,Unf,1939.0,8,Gd,Gd,TA,No,2,TA,15660,66.0,50,RL,1.5Fin,119,1,1,2752,1.5,0,0,311500
7,1555,Blmngtn,2007,2007,5,0,3,660,Attchd,Fin,2007.0,7,Gd,Gd,Gd,No,1,TA,3684,53.0,120,RL,1Story,20,1,1,2928,2.0,0,0,174000
7,2046,NridgHt,2003,2004,5,866,3,871,BuiltIn,RFn,2003.0,8,Gd,Gd,Gd,No,1,Gd,10625,85.0,60,RL,2Story,62,1,1,3044,2.5,0,0,284000
5,1148,Edwards,1952,1952,7,210,1,308,Detchd,Unf,1952.0,6,TA,TA,Ex,Mn,0,Npfireplace,6420,57.0,20,RL,1Story,0,1,1,2128,1.0,0,0,123500
5,1287,NAmes,1959,2006,7,72,2,576,Detchd,Fin,1997.0,7,Gd,TA,TA,No,1,Gd,9830,73.0,20,RL,1Story,17,1,1,2350,1.0,0,0,162000
8,2794,NoRidge,1995,1996,5,689,3,810,Attchd,Fin,1995.0,9,Ex,Gd,Gd,No,1,TA,15138,174.0,60,RL,2Story,146,1,1,4256,2.5,1,0,403000
6,1743,NWAmes,1968,1968,6,384,2,539,Attchd,Unf,1968.0,7,TA,Gd,TA,No,1,Gd,11700,90.0,60,RL,2Story,0,1,1,2445,2.0,0,0,175000
5,1126,Mitchel,1977,1977,5,936,2,484,Attchd,RFn,1977.0,5,TA,TA,TA,No,1,Gd,17400,80.0,20,RL,1Story,41,1,1,2252,2.0,0,0,160000
5,3086,ClearCr,1946,1994,6,152,0,0,NoGarage,NoGarage,0.0,12,Ex,TA,TA,No,1,Gd,18030,138.0,50,RL,1.5Fin,0,0,1,4205,3.0,0,0,200500
5,1097,CollgCr,1994,1995,5,0,2,672,Attchd,Unf,1995.0,6,TA,TA,Gd,No,0,Npfireplace,10859,112.0,20,RL,1Story,64,1,1,2194,1.5,0,0,145000
8,1518,NridgHt,2003,2004,5,1218,2,588,Attchd,RFn,2003.0,6,Ex,Ex,Ex,Gd,1,Gd,12677,62.0,120,RL,1Story,140,1,1,3036,1.5,1,0,274000
5,1200,Edwards,1987,1988,5,1200,0,0,NoGarage,NoGarage,0.0,5,TA,TA,Gd,Gd,0,Npfireplace,10800,60.0,90,RL,1Story,0,0,1,2400,3.0,0,0,179000
6,1072,Edwards,2005,2006,5,547,2,525,Basment,Fin,2005.0,5,TA,TA,Gd,Gd,0,Npfireplace,3675,35.0,180,RM,SFoyer,44,1,1,1619,2.0,0,0,140000
5,1728,Mitchel,1976,1976,5,1606,2,560,Detchd,Unf,1976.0,8,TA,TA,TA,No,0,Npfireplace,9297,63.0,90,RL,1Story,0,1,1,3456,2.0,0,0,188000
8,1936,Gilbert,2000,2000,5,0,2,504,Attchd,RFn,2000.0,7,Gd,Gd,Gd,No,1,TA,11194,106.0,60,RL,2Story,124,1,1,3342,2.5,1,0,230500
6,838,BrkSide,1918,2000,7,210,1,275,Detchd,Fin,1961.0,5,Fa,TA,TA,Mn,0,Npfireplace,10267,55.0,30,RL,1Story,0,1,1,1654,1.0,0,0,130000
7,1710,OldTown,1921,1950,6,0,2,480,Detchd,Unf,1990.0,9,TA,TA,TA,No,0,Npfireplace,10300,50.0,70,RM,2Story,11,1,1,2286,2.0,0,0,140000
6,1412,BrkSide,1939,1950,6,0,1,280,Detchd,Unf,1939.0,6,TA,TA,TA,No,1,Gd,6000,50.0,50,RM,1.5Fin,0,1,1,2192,1.0,0,0,132500
8,1630,CollgCr,2008,2008,5,0,3,860,Attchd,RFn,2008.0,8,Ex,Gd,Ex,Gd,1,Gd,10226,61.0,20,RL,1Story,42,1,1,3252,2.0,1,0,295493
7,1716,CollgCr,1996,1996,5,0,2,512,Attchd,RFn,1996.0,7,Gd,Gd,Gd,No,1,TA,8750,70.0,60,RL,2Story,120,1,1,2596,2.5,0,0,191000
8,2290,CollgCr,2002,2002,5,0,2,779,Attchd,Unf,2002.0,9,Gd,Gd,Gd,Mn,1,Gd,11250,69.0,60,RL,2Story,0,1,1,3418,2.5,1,0,255900
4,1092,MeadowV,1970,1970,5,0,1,286,Attchd,Unf,1970.0,6,TA,TA,TA,No,0,Npfireplace,2001,21.0,160,RM,2Story,0,1,1,1638,1.5,0,1,75000
7,1498,CollgCr,2006,2006,5,0,2,675,Attchd,RFn,2006.0,5,Gd,Gd,Gd,Mn,0,Npfireplace,8990,73.0,20,RL,1Story,33,1,1,2996,2.0,0,0,204900
7,2094,Somerst,2003,2004,5,0,2,615,BuiltIn,Fin,2003.0,8,Gd,Gd,Gd,No,1,Gd,9375,75.0,60,FV,2Story,182,1,1,3006,2.5,0,0,263000
8,3447,Crawfor,1935,1997,9,192,3,1014,BuiltIn,Unf,1982.0,11,Gd,TA,TA,Mn,2,Gd,14100,66.0,50,RL,1.5Fin,12,1,1,4175,3.5,1,0,381000
8,1872,CollgCr,2001,2001,5,990,2,531,BuiltIn,RFn,2001.0,7,Ex,Gd,Gd,Av,1,TA,11885,69.0,60,RL,2Story,122,1,1,3171,2.5,1,0,261500
10,4316,NoRidge,1994,1995,6,1455,3,832,Attchd,Fin,1994.0,10,Ex,Ex,Ex,Gd,2,Ex,21535,104.0,60,RL,2Story,50,1,1,6760,3.5,1,0,755000
7,1644,SawyerW,1989,1989,5,1518,2,569,Attchd,Fin,1989.0,5,Gd,Gd,Gd,Gd,1,TA,12800,68.0,80,RL,SLvl,0,1,1,3162,2.0,0,0,275000
6,848,CollgCr,2003,2003,5,686,2,420,Attchd,Fin,2003.0,3,Gd,Gd,Gd,Av,0,Npfireplace,4435,37.0,120,RM,1Story,0,1,1,1696,1.0,0,0,136500
6,912,Sawyer,1961,1996,8,832,1,288,Detchd,Unf,1962.0,5,Gd,TA,TA,Mn,0,Npfireplace,6768,65.0,20,RL,1Story,0,1,1,1824,1.0,0,0,142000
7,1479,NAmes,1972,2004,9,626,2,484,Attchd,Fin,1972.0,7,Gd,TA,TA,No,0,Npfireplace,7472,73.0,60,RL,2Story,32,1,1,2204,1.5,0,0,184000
4,1470,Edwards,1954,1972,6,0,1,548,Detchd,Unf,1958.0,7,TA,TA,TA,No,0,Npfireplace,8172,60.0,50,RL,1.5Fin,0,1,1,2411,2.0,0,1,135000
6,1316,Gilbert,2005,2006,5,28,2,397,Attchd,Fin,2005.0,6,Gd,Gd,Gd,No,1,Gd,10237,65.0,20,RL,1Story,0,1,1,2632,2.0,0,0,169990
6,1309,NWAmes,1974,1999,6,663,2,484,Attchd,RFn,1974.0,5,Gd,TA,TA,No,1,Fa,10140,78.0,20,RL,1Story,0,1,1,2349,1.5,0,0,181000
4,1663,ClearCr,1954,1994,6,1116,2,529,Attchd,Fin,1954.0,6,Gd,TA,Gd,Gd,2,Gd,53227,80.0,20,RL,1Story,137,1,1,3027,1.0,0,1,256000
6,864,NAmes,1959,1959,6,612,1,300,Detchd,Unf,2008.0,5,TA,TA,TA,No,0,Npfireplace,9100,70.0,20,RL,1Story,0,1,1,1728,1.0,0,0,127500
6,1682,CollgCr,1998,1998,5,505,2,523,Attchd,RFn,1998.0,7,Gd,TA,Gd,No,0,Npfireplace,8750,70.0,60,RL,2Story,77,1,1,2486,2.5,0,0,200500
6,1635,BrkSide,1923,1950,7,300,2,440,Detchd,Unf,1950.0,6,TA,TA,Gd,No,1,Gd,8737,70.0,50,RL,1.5Fin,38,1,1,2700,1.5,0,0,210000
5,1034,OldTown,1940,1950,6,0,1,240,Detchd,Unf,1940.0,5,TA,TA,TA,No,0,Npfireplace,10134,60.0,50,RL,1.5Fin,39,1,1,1769,1.0,0,0,109000
7,1428,Somerst,2008,2008,5,0,2,554,Attchd,RFn,2008.0,6,Ex,Gd,Gd,No,0,Npfireplace,12274,91.0,20,RL,1Story,60,1,1,2845,2.0,0,0,227680
8,2046,StoneBr,2008,2008,5,0,3,834,Attchd,Fin,2008.0,7,Gd,Gd,Ex,Mn,1,Gd,11844,80.0,20,RL,1Story,82,1,1,4092,2.5,1,0,372500
4,1317,IDOTRR,1920,1950,4,0,1,250,Detchd,Unf,1920.0,6,TA,TA,TA,No,0,Npfireplace,8500,50.0,70,C (all),2Story,54,1,1,1966,1.0,0,1,40000
8,1739,Somerst,1999,2000,5,649,2,480,Attchd,Fin,1999.0,7,Gd,Gd,Gd,No,0,Npfireplace,2645,24.0,160,FV,2Story,0,1,1,2709,2.5,1,0,172500
8,2365,NoRidge,1999,1999,5,1163,3,856,Attchd,RFn,1999.0,8,Gd,Gd,Gd,Mn,1,Gd,9430,82.0,60,RL,2Story,128,1,1,3617,2.5,1,0,337000
8,1932,NridgHt,2008,2008,5,1336,3,774,Attchd,Fin,2008.0,7,Ex,Ex,Ex,Av,1,Gd,12444,96.0,20,RL,1Story,66,1,1,3864,2.0,1,0,394617
5,923,Mitchel,1984,1985,5,658,1,264,Attchd,Unf,1984.0,5,TA,TA,TA,No,0,Npfireplace,6951,37.0,20,RL,1Story,0,1,1,1799,1.0,0,0,119500
5,1256,Edwards,1965,1965,6,830,1,276,Attchd,Fin,1965.0,6,TA,Gd,TA,No,0,Npfireplace,9937,75.0,20,RL,1Story,68,1,1,2512,1.5,0,0,147500
7,1146,Timber,2003,2003,5,786,2,438,Attchd,Fin,2003.0,6,Gd,Gd,Ex,Av,1,Gd,9590,73.0,80,RL,SLvl,22,1,1,2014,2.0,0,0,187500
5,1015,BrkSide,1925,1950,7,489,1,450,Detchd,Unf,1925.0,6,TA,TA,TA,No,0,Npfireplace,6120,51.0,30,RM,1Story,0,1,1,1783,1.0,0,0,88000
7,1344,Mitchel,1997,1998,5,1309,4,784,Attchd,Fin,1997.0,8,TA,TA,Gd,Gd,0,Npfireplace,7060,78.0,90,RM,SFoyer,0,1,1,2688,2.0,0,0,206300
6,832,NAmes,1954,1954,6,0,2,528,Detchd,Unf,1962.0,4,Gd,TA,TA,No,0,Npfireplace,7227,59.0,45,RL,1.5Unf,0,1,1,1664,1.0,0,0,105500
5,914,CollgCr,1996,1996,5,298,2,576,Detchd,Unf,1998.0,5,TA,Gd,Gd,Av,0,Npfireplace,8846,57.0,85,RL,SFoyer,0,1,1,1784,1.0,0,0,148000
5,1028,OldTown,1927,1950,6,0,2,360,Detchd,Unf,1927.0,5,TA,TA,TA,No,1,Gd,8960,56.0,30,RM,1Story,0,1,1,2036,1.0,0,0,115000
7,1630,CollgCr,2000,2001,5,0,2,451,Attchd,Unf,2000.0,6,Gd,Gd,Gd,No,1,TA,9750,75.0,20,RL,1Story,234,1,1,3260,2.0,0,0,213000
3,1605,OldTown,1915,1950,6,0,1,379,Detchd,Unf,1915.0,8,TA,Gd,Fa,No,0,Npfireplace,5790,60.0,50,RM,2Story,0,1,1,2445,2.0,0,1,107400
5,768,CollgCr,1972,2003,8,660,1,396,Detchd,Fin,1974.0,5,TA,TA,Gd,Av,0,Npfireplace,7200,60.0,85,RL,SFoyer,0,1,1,1536,1.0,0,0,133900
7,1790,CollgCr,1999,1999,5,633,2,588,Attchd,RFn,1999.0,7,Gd,Gd,Gd,No,0,Npfireplace,9179,68.0,60,RL,2Story,88,1,1,2663,2.5,0,0,193000
4,1196,IDOTRR,1916,1990,7,197,2,440,Detchd,Unf,1957.0,5,TA,TA,TA,No,0,Npfireplace,4800,40.0,30,RM,1Story,0,1,1,2392,1.0,0,1,109900
5,1073,NAmes,1965,1965,7,836,2,515,Attchd,RFn,1965.0,6,TA,TA,TA,No,0,Npfireplace,10289,79.0,20,RL,1Story,0,1,1,2146,1.5,0,0,156000
5,1167,BrkSide,1920,1950,5,645,2,495,Detchd,Unf,1972.0,6,TA,TA,TA,No,1,Gd,8731,98.0,30,RL,1Story,0,1,1,2082,1.0,0,0,144000
7,1768,Somerst,2005,2005,5,400,2,603,Attchd,RFn,2005.0,7,Gd,Gd,Gd,No,0,Npfireplace,9803,75.0,60,FV,2Story,108,1,1,2634,2.5,0,0,226700
7,1560,Mitchel,2003,2003,5,0,2,573,Attchd,Fin,2003.0,7,Gd,Gd,Ex,No,0,Npfireplace,9196,129.0,20,RL,1Story,150,1,1,3120,2.0,0,0,201000
5,2126,ClearCr,1967,1967,5,249,2,538,Attchd,Fin,1967.0,7,TA,TA,TA,Gd,0,Npfireplace,28698,80.0,60,RL,2Story,0,1,1,3139,2.5,0,0,185000
4,951,IDOTRR,1936,1950,6,285,1,327,Detchd,Unf,1936.0,6,TA,TA,TA,No,0,Npfireplace,8765,50.0,30,RM,1Story,28,1,1,1902,1.0,0,1,106500
5,1268,CollgCr,1977,1989,7,196,1,252,Detchd,Unf,1978.0,5,Gd,TA,Gd,Av,0,Npfireplace,9286,69.0,20,RL,1Story,0,1,1,2536,1.5,0,0,143500
6,1456,NPkVill,1976,1976,6,566,2,440,Attchd,Unf,1976.0,7,TA,TA,Gd,No,1,TA,2280,24.0,160,RL,2Story,0,1,1,2311,2.5,0,0,148500
7,1482,Gilbert,1992,1992,5,0,2,392,Attchd,Fin,1992.0,7,Gd,TA,Gd,No,1,TA,9125,65.0,80,RL,SLvl,25,1,1,1866,2.5,0,0,163900
7,1478,Somerst,2009,2009,5,578,2,484,Attchd,Fin,2009.0,7,Gd,Ex,Ex,Av,1,Gd,4403,72.0,20,FV,1Story,144,1,1,2948,2.5,0,0,222000
9,1828,NridgHt,2007,2007,5,48,3,774,Attchd,Unf,2007.0,9,Gd,Ex,Ex,Av,1,Gd,11694,90.0,20,RL,1Story,108,1,1,3650,2.0,1,0,314813
6,1062,Mitchel,1976,1976,5,539,2,539,Attchd,RFn,1976.0,5,TA,TA,Gd,Av,2,TA,11333,75.5,80,RL,SLvl,0,1,1,2091,1.0,0,0,146800
4,1225,NAmes,1959,1959,5,569,0,0,NoGarage,NoGarage,0.0,6,TA,TA,TA,No,0,Npfireplace,9320,77.0,20,RL,1Story,0,0,1,2175,1.5,0,1,128950
6,2320,Crawfor,1945,2002,8,774,1,180,Detchd,Unf,1945.0,9,Gd,TA,TA,No,1,TA,7259,61.0,70,RL,2Story,0,1,1,3348,2.5,0,0,259500
5,1134,Edwards,1940,1950,6,312,1,240,Detchd,Unf,1940.0,7,TA,TA,TA,No,0,Npfireplace,8160,60.0,50,RL,1.5Fin,0,1,1,1890,1.5,0,0,126000
7,1500,CollgCr,2004,2004,5,20,2,570,Attchd,RFn,2004.0,6,Gd,Gd,Gd,Av,0,Npfireplace,8487,63.0,20,RL,1Story,36,1,1,3000,2.0,0,0,190000
6,996,SawyerW,1992,1992,6,747,2,564,Attchd,Unf,1992.0,5,Gd,TA,Gd,Av,0,Npfireplace,9069,73.0,85,RL,SFoyer,0,1,1,1932,1.0,0,0,147000
