OverallQual,GrLivArea,Neighborhood,YearBuilt,YearRemodAdd,OverallCond,TotalBsmtSF,BsmtFinSF1,1stFlrSF,2ndFlrSF,GarageCars,GarageArea,GarageType,GarageFinish,GarageYrBlt,FullBath,HalfBath,TotRmsAbvGrd,KitchenQual,ExterQual,BsmtQual,BsmtExposure,Fireplaces,FireplaceQu,LotArea,LotFrontage,MSSubClass,MSZoning,HouseStyle,OpenPorchSF,SalePrice
4,864,NAmes,1970,1970,6,864,375,864,0,2,660,Detchd,Unf,1989.0,1,0,5,Gd,TA,TA,No,0,Npfireplace,6960,60.0,20,RL,1Story,0,120500
6,1680,Crawfor,1988,2007,9,880,808,1680,0,2,540,Attchd,Fin,1988.0,2,0,5,Gd,Gd,Gd,No,1,Gd,21695,66.0,20,RL,1Story,44,222000
7,1232,CollgCr,2007,2007,5,1232,724,1232,0,2,632,Attchd,RFn,2007.0,2,0,6,Gd,Gd,Gd,Av,0,Npfireplace,7314,64.0,20,RL,1Story,0,194500
5,1776,NAmes,1958,1958,5,1584,0,1776,0,3,888,Detchd,Unf,1968.0,2,0,9,TA,TA,TA,No,0,Npfireplace,11475,85.0,90,RL,1Story,25,110000
4,1208,IDOTRR,1925,1950,5,780,152,848,0,2,539,Detchd,Unf,1962.0,1,0,5,TA,TA,TA,No,0,Npfireplace,6240,52.0,30,RM,1.5Fin,23,103000
8,1616,StoneBr,1995,1996,5,1595,1180,1616,0,2,608,Attchd,RFn,1995.0,2,0,5,Gd,Gd,Gd,No,1,TA,5389,39.0,120,RL,1Story,152,236500
7,1146,Timber,2003,2003,5,868,786,1146,0,2,438,Attchd,Fin,2003.0,2,0,6,Gd,Gd,Ex,Av,1,Gd,9590,73.0,80,RL,SLvl,22,187500
7,2031,CollgCr,1998,1999,5,1153,252,1153,878,2,541,Attchd,Fin,1998.0,2,1,8,Gd,Gd,Gd,Av,1,TA,11404,75.0,60,RL,2Story,84,222500
5,1144,Sawyer,1961,1983,6,864,594,1144,0,1,264,Attchd,RFn,1961.0,1,0,6,TA,TA,TA,No,1,TA,10000,80.0,20,RL,1Story,0,131400
5,948,Sawyer,1968,1968,5,948,0,948,0,1,300,Attchd,Unf,1968.0,1,0,6,TA,TA,TA,No,0,Npfireplace,8978,70.0,20,RL,1Story,0,108000
7,1768,OldTown,1914,1970,7,880,390,880,888,2,320,Detchd,Unf,1914.0,1,1,6,TA,TA,Gd,Mn,2,TA,10800,60.0,75,RM,2.5Unf,341,163000
3,1040,NAmes,1950,1950,4,0,0,1040,0,2,400,Detchd,Unf,1949.0,2,0,6,TA,TA,NoBasement,NoBasement,0,Npfireplace,8544,60.0,90,RL,1Story,0,93500
8,1801,Gilbert,2005,2005,5,893,0,901,900,3,800,Attchd,Fin,2005.0,2,1,8,Gd,Gd,Gd,No,1,Gd,10463,72.0,60,RL,2Story,116,239900
5,1200,Edwards,1987,1988,5,1200,1200,1200,0,0,0,NoGarage,NoGarage,0.0,3,0,5,TA,TA,Gd,Gd,0,Npfireplace,10800,60.0,90,RL,1Story,0,179000
7,1728,CollgCr,2004,2004,5,864,0,864,864,2,572,Attchd,RFn,2004.0,2,1,7,Gd,Gd,Gd,No,0,Npfireplace,9313,65.0,60,RL,2Story,56,190000
5,1432,OldTown,1910,2002,7,264,0,768,664,2,360,Detchd,Unf,1910.0,2,0,7,TA,TA,Fa,No,0,Npfireplace,9600,60.0,70,RM,2Story,0,132000
6,912,Sawyer,1961,1996,8,912,832,912,0,1,288,Detchd,Unf,1962.0,1,0,5,Gd,TA,TA,Mn,0,Npfireplace,6768,65.0,20,RL,1Story,0,142000
7,1349,SawyerW,2000,2001,5,1349,0,1349,0,2,539,Attchd,Unf,2000.0,2,0,6,TA,TA,Gd,No,0,Npfireplace,8450,65.0,20,RL,1Story,55,179000
5,1464,Sawyer,1963,1999,6,520,444,1464,0,2,480,Attchd,RFn,1997.0,2,0,6,TA,TA,Gd,Av,1,TA,12886,70.0,80,RL,SLvl,0,175000
8,1337,StoneBr,1993,1993,5,1337,733,1337,0,2,462,Attchd,RFn,1993.0,2,0,5,Gd,Gd,Gd,No,1,TA,5395,41.0,120,RL,1Story,0,180000
8,2715,NWAmes,1976,1996,9,1142,575,1175,1540,2,831,BuiltIn,Fin,1994.0,3,1,11,Gd,Ex,TA,No,2,TA,8963,80.0,60,RL,2Story,204,299800
7,2256,Gilbert,2000,2000,5,952,300,980,1276,2,554,BuiltIn,Fin,2000.0,2,1,8,Gd,Gd,Gd,No,1,TA,8795,65.0,60,RL,2Story,54,236000
7,2640,OldTown,1880,2003,7,1240,0,1320,1320,4,864,Detchd,Unf,1950.0,1,1,8,Gd,Gd,TA,No,1,Gd,11700,65.0,70,RM,2Story,0,265979
7,1720,NoRidge,1996,1996,5,1720,919,1720,0,2,527,Attchd,Fin,1996.0,2,0,7,Gd,Gd,Gd,No,1,TA,10593,59.0,20,RL,1Story,56,260400
4,1529,Edwards,1945,1950,3,0,0,1088,441,1,240,Detchd,Unf,1945.0,2,0,9,TA,TA,NoBasement,NoBasement,0,Npfireplace,8405,50.0,50,RL,1.5Fin,0,98000
4,1140,OldTown,1910,2004,7,576,0,792,348,0,0,NoGarage,NoGarage,0.0,1,0,7,TA,TA,TA,No,0,Npfireplace,8800,55.0,50,RM,1.5Fin,160,96500
7,1320,Gilbert,2003,2003,5,660,0,660,660,2,400,Attchd,Fin,2003.0,2,1,6,Gd,Gd,Gd,No,0,Npfireplace,7750,65.0,60,RL,2Story,48,162000
6,1494,CollgCr,1997,1997,5,1479,1200,1494,0,2,576,Attchd,RFn,1997.0,2,0,6,Gd,TA,Gd,Gd,0,Npfireplace,9236,79.0,20,RL,1Story,27,217000
8,2098,NridgHt,2005,2005,5,1030,0,1038,1060,3,878,Attchd,RFn,2005.0,2,1,8,Ex,Gd,Gd,Mn,1,Gd,10240,80.0,60,RL,2Story,52,275500
6,1026,NAmes,1969,2005,8,1026,439,1026,0,2,440,Detchd,RFn,1969.0,1,0,5,Gd,TA,TA,No,0,Npfireplace,7930,61.0,20,RL,1Story,48,156000
6,1471,Somerst,1999,1999,5,729,381,742,729,2,440,Detchd,Unf,1999.0,2,1,6,TA,TA,Gd,No,0,Npfireplace,3230,34.0,160,FV,2Story,24,172500
8,1768,CollgCr,2007,2007,5,866,20,866,902,2,578,Attchd,RFn,2007.0,2,1,7,Gd,Gd,Gd,Av,0,Npfireplace,10769,68.0,60,RL,2Story,105,212000
6,1386,Sawyer,1978,1978,5,672,438,672,714,2,440,Attchd,Fin,1978.0,2,1,6,TA,TA,TA,Mn,1,TA,11616,70.0,60,RL,2Story,0,158900
7,1501,Somerst,1999,1999,5,744,549,757,744,2,440,Detchd,Unf,1999.0,2,1,6,TA,TA,Gd,No,0,Npfireplace,2280,24.0,160,FV,2Story,0,179400
8,2531,NoRidge,1995,1995,5,1318,56,1328,1203,3,752,Attchd,RFn,1995.0,2,1,9,Gd,Gd,Gd,Av,1,TA,12257,65.0,60,RL,2Story,98,290000
6,864,NAmes,1959,1959,6,864,612,864,0,1,300,Detchd,Unf,2008.0,1,0,5,TA,TA,TA,No,0,Npfireplace,9100,70.0,20,RL,1Story,0,127500
5,1301,BrkSide,1924,1950,5,1145,405,1301,0,2,440,Detchd,Unf,1965.0,1,0,5,Fa,TA,TA,Mn,0,Npfireplace,6911,60.0,30,RM,1Story,0,100000
7,1547,Somerst,2009,2009,5,756,24,764,783,2,614,Attchd,Unf,2009.0,2,1,7,Gd,TA,Gd,Mn,0,Npfireplace,8640,72.0,60,FV,2Story,45,215200
8,2365,NoRidge,1999,1999,5,1252,1163,1268,1097,3,856,Attchd,RFn,1999.0,2,1,8,Gd,Gd,Gd,Mn,1,Gd,9430,82.0,60,RL,2Story,128,337000
8,1494,Veenker,1995,1996,5,1494,437,1494,0,2,481,Attchd,Fin,1995.0,1,1,6,Ex,Gd,Gd,Av,1,Gd,9549,30.0,120,RL,1Story,30,270000
9,1506,Somerst,2008,2008,5,1498,0,1506,0,2,592,Attchd,Fin,2008.0,2,0,6,Ex,Gd,Gd,No,1,Gd,14587,75.0,20,RL,1Story,174,264132
7,1714,NWAmes,1988,1988,5,980,394,980,734,2,496,Attchd,Unf,1988.0,2,1,7,TA,TA,Gd,No,1,TA,10421,80.0,60,RL,2Story,66,196500
6,1750,Mitchel,1940,1985,7,983,660,983,767,1,423,Attchd,Unf,1989.0,2,0,7,TA,TA,Gd,Mn,0,Npfireplace,12508,75.0,50,RL,1.5Fin,0,160000
7,1836,CollgCr,2004,2005,5,1860,24,1836,0,2,484,Attchd,Fin,2004.0,2,0,8,Gd,Gd,Gd,No,1,Gd,9100,70.0,20,RL,1Story,33,216837
8,3279,StoneBr,2003,2003,5,1650,1416,1690,1589,3,841,BuiltIn,Fin,2003.0,3,1,12,Ex,Ex,Gd,Gd,1,Gd,53504,47.0,60,RL,2Story,36,538000
5,858,Sawyer,1982,1982,5,858,685,858,0,2,576,Detchd,Unf,1983.0,1,0,5,TA,TA,Gd,Av,0,Npfireplace,7252,70.0,85,RL,SFoyer,0,134900
4,1220,Edwards,1951,1951,5,836,836,1220,0,2,396,Detchd,Unf,1951.0,1,0,6,TA,TA,Fa,No,0,Npfireplace,8877,67.0,20,RL,1Story,0,102000
6,1117,Edwards,1976,1976,5,1029,422,1117,0,2,672,Detchd,Unf,1976.0,1,0,6,TA,TA,TA,Av,1,TA,7819,94.0,80,RL,SLvl,0,107000
5,912,NAmes,1958,1958,5,912,456,912,0,1,275,Attchd,RFn,1958.0,1,0,5,TA,TA,TA,No,0,Npfireplace,10150,70.0,20,RL,1Story,0,114500
8,1973,NridgHt,2006,2006,5,1935,0,1973,0,3,895,Attchd,Fin,2006.0,2,0,9,Gd,Gd,Gd,Av,1,Gd,14226,110.0,20,RL,1Story,45,395000
6,1204,Mitchel,1998,1998,5,1204,866,1204,0,2,412,Attchd,Fin,1998.0,2,0,5,TA,TA,Ex,No,0,Npfireplace,4500,32.0,120,RM,1Story,247,162000
7,1614,CollgCr,2005,2006,5,1614,20,1614,0,3,865,Attchd,RFn,2005.0,2,0,7,Gd,Gd,Gd,Av,0,Npfireplace,11210,86.0,20,RL,1Story,59,221500
5,894,Sawyer,1974,1974,5,864,762,894,0,2,440,Attchd,Unf,1974.0,1,0,5,TA,TA,TA,No,1,Fa,13350,100.0,20,RL,1Story,0,142500
5,2020,SawyerW,1977,1977,5,0,0,2020,0,2,630,Detchd,Unf,1977.0,2,0,10,TA,TA,NoBasement,NoBasement,2,TA,8400,60.0,90,RH,1Story,0,144000
6,1004,Mitchel,1977,1977,5,975,975,1004,0,2,504,Attchd,Unf,1977.0,1,0,4,TA,TA,Gd,Gd,0,Npfireplace,10530,78.0,90,RL,SFoyer,0,135000
7,1253,Gilbert,1995,1996,5,1237,0,1253,0,2,402,Attchd,Fin,1995.0,2,0,6,TA,TA,Gd,No,1,TA,7875,63.0,20,RL,1Story,21,176000
6,1603,SawyerW,1992,1992,5,761,387,810,793,2,484,Attchd,RFn,1992.0,2,1,7,Gd,Gd,Gd,No,0,Npfireplace,7153,65.0,60,RL,2Story,124,175900
7,1430,CollgCr,2001,2002,5,1413,0,1430,0,2,605,Attchd,RFn,2001.0,2,0,6,Gd,Gd,Gd,No,0,Npfireplace,16285,67.0,20,RL,1Story,33,187100
5,1110,Mitchel,1978,1978,6,1097,1097,1110,0,2,602,Attchd,Fin,1978.0,1,0,4,Gd,TA,Gd,Av,1,TA,9101,75.5,85,RL,SFoyer,30,165500
6,1484,OldTown,1914,2001,6,742,0,742,742,0,0,NoGarage,NoGarage,0.0,2,0,9,TA,TA,TA,No,1,Gd,6300,35.0,75,RM,2.5Unf,291,128000
6,1342,NWAmes,1967,1967,5,1372,251,1342,0,2,457,Attchd,Unf,1967.0,2,0,7,TA,TA,TA,No,1,Gd,9790,80.0,20,RL,1Story,0,161500
5,1652,OldTown,1915,1950,6,686,686,966,686,1,416,Detchd,Unf,1961.0,2,0,7,TA,TA,Fa,No,0,Npfireplace,10800,60.0,50,RM,1.5Fin,0,139000
7,2084,SawyerW,2004,2004,5,956,656,956,1128,2,618,BuiltIn,RFn,2004.0,2,1,8,Gd,Gd,Gd,No,0,Npfireplace,10142,76.0,60,RL,2Story,45,233000
4,901,OldTown,1954,2000,7,901,0,901,0,1,281,Detchd,Unf,1954.0,1,0,4,TA,TA,TA,No,0,Npfireplace,6000,50.0,20,RM,1Story,0,107900
6,2087,ClearCr,1966,2007,8,832,568,976,1111,2,444,Attchd,Fin,1966.0,2,1,9,Gd,TA,TA,Gd,0,Npfireplace,12205,80.0,60,RL,2Story,168,187500
7,1145,Blmngtn,2005,2006,5,1145,16,1145,0,2,397,Attchd,Fin,2005.0,2,0,5,Gd,Gd,Gd,No,1,Gd,3182,43.0,120,RL,1Story,16,160200
6,1062,Mitchel,1976,1976,5,1029,539,1062,0,2,539,Attchd,RFn,1976.0,1,0,5,TA,TA,Gd,Av,2,TA,11333,75.5,80,RL,SLvl,0,146800
7,2013,NoRidge,1996,1997,5,1117,862,1127,886,2,455,Attchd,Unf,1997.0,2,1,8,TA,Gd,Gd,Av,1,TA,9920,92.0,60,RL,2Story,130,269790
8,1496,Somerst,2007,2007,5,1496,0,1496,0,2,474,Attchd,Fin,2007.0,2,0,7,Gd,Gd,Gd,Av,0,Npfireplace,9158,76.0,20,RL,1Story,130,225000
7,1895,Gilbert,1994,1996,5,712,0,1086,809,2,409,Attchd,Fin,1994.0,2,1,7,Gd,Gd,Gd,No,1,TA,10832,65.0,60,RL,2Story,46,194500
6,1564,SawyerW,1980,1981,6,650,0,888,676,2,476,Attchd,Unf,1980.0,2,1,7,TA,TA,Gd,No,1,TA,8400,70.0,60,RL,2Story,50,171000
6,1285,Sawyer,1977,1977,5,660,0,1285,0,2,528,Attchd,RFn,1977.0,1,1,7,TA,TA,TA,No,1,TA,8197,71.0,20,RL,1Story,0,143500
5,773,NAmes,1953,1953,5,773,570,773,0,1,240,Attchd,Unf,1953.0,1,0,4,TA,TA,TA,No,0,Npfireplace,7677,57.0,20,RL,1Story,0,110000
9,3140,NridgHt,2008,2009,5,1926,0,1966,1174,3,820,BuiltIn,Fin,2009.0,3,1,11,Ex,Ex,Ex,No,2,Gd,13518,104.0,60,RL,2Story,78,485000
5,1768,SWISU,1937,1950,7,731,569,981,787,1,240,Detchd,Unf,1939.0,1,1,7,Gd,TA,Gd,No,2,TA,7200,60.0,50,RL,1.5Fin,0,175000
6,1688,ClearCr,1997,1997,5,616,462,616,1072,2,603,Attchd,RFn,1997.0,2,1,8,Gd,TA,Gd,Gd,0,Npfireplace,12798,79.0,60,RL,2Story,114,200000
4,1196,IDOTRR,1916,1990,7,1196,197,1196,0,2,440,Detchd,Unf,1957.0,1,0,5,TA,TA,TA,No,0,Npfireplace,4800,40.0,30,RM,1Story,0,109900
7,1456,CollgCr,2005,2005,5,728,648,728,728,2,410,Attchd,Fin,2005.0,2,1,7,Gd,Gd,Gd,Av,1,Gd,8199,63.0,60,RL,2Story,18,189000
9,2822,NridgHt,2008,2009,5,1734,0,1734,1088,3,1020,BuiltIn,RFn,2009.0,3,1,12,Ex,Ex,Ex,Gd,1,Gd,13891,107.0,60,RL,2Story,170,582933
5,1128,NAmes,1954,1954,5,936,812,1128,0,1,286,Attchd,Unf,1954.0,1,0,5,TA,TA,TA,No,0,Npfireplace,9000,75.0,20,RL,1Story,0,118000
7,1428,Somerst,2008,2008,5,1417,0,1428,0,2,554,Attchd,RFn,2008.0,2,0,6,Ex,Gd,Gd,No,0,Npfireplace,12274,91.0,20,RL,1Story,60,227680
5,980,NAmes,1967,1967,5,980,400,980,0,1,384,Attchd,Fin,1967.0,2,0,6,TA,TA,TA,Av,0,Npfireplace,9750,75.0,80,RL,SLvl,0,135500
5,1576,BrkSide,1923,2004,6,1324,1309,1072,504,2,528,Attchd,RFn,1923.0,1,1,6,Gd,TA,TA,Gd,1,TA,21384,144.0,70,RL,2Story,312,223500
5,1086,NAmes,1966,1966,5,1024,516,1086,0,2,484,Attchd,RFn,1966.0,1,0,6,TA,TA,TA,Av,1,Gd,13400,85.0,80,RL,SLvl,0,159950
5,2138,OldTown,1898,1965,5,849,0,1075,1063,2,360,Detchd,Unf,1910.0,2,0,11,TA,TA,TA,No,0,Npfireplace,8100,90.0,75,RM,2.5Unf,156,106000
6,1309,NWAmes,1974,1999,6,1040,663,1309,0,2,484,Attchd,RFn,1974.0,1,1,5,Gd,TA,TA,No,1,Fa,10140,78.0,20,RL,1Story,0,181000
6,848,CollgCr,2004,2004,5,848,662,848,0,2,420,Attchd,Fin,2004.0,1,0,4,Gd,Gd,Gd,Gd,1,Gd,4438,69.0,120,RM,1Story,0,144500
5,1044,IDOTRR,1952,1952,5,540,0,1044,0,2,504,Basment,Unf,1952.0,1,0,4,Fa,Fa,TA,Av,0,Npfireplace,8712,66.0,20,C (all),1Story,0,55993
6,1442,NAmes,1958,1958,6,1442,608,1442,0,1,301,Attchd,RFn,1958.0,1,1,7,TA,TA,TA,No,0,Npfireplace,9750,75.0,20,RL,1Story,0,157900
5,1250,Edwards,1918,1950,7,686,0,686,564,1,280,Detchd,Unf,1955.0,1,1,7,Fa,TA,TA,No,0,Npfireplace,8248,45.0,50,RL,1.5Fin,0,116000
7,1661,CollgCr,1998,1998,5,1649,0,1661,0,2,598,Attchd,RFn,1998.0,2,0,6,Gd,TA,Gd,No,0,Npfireplace,12137,48.0,20,RL,1Story,34,224900
5,1008,NAmes,1954,1954,6,1008,486,1008,0,1,275,Attchd,RFn,1954.0,1,0,4,TA,TA,TA,No,1,Gd,11425,73.0,20,RL,1Story,0,137000
8,1689,Mitchel,2002,2002,5,1568,1218,1689,0,3,857,Attchd,RFn,2002.0,2,0,7,Gd,Gd,Gd,No,2,Gd,13265,75.5,20,RL,1Story,59,271000
6,1052,ClearCr,1971,1971,7,1010,504,1052,0,2,440,Attchd,Unf,1971.0,1,0,6,TA,TA,TA,Av,0,Npfireplace,8816,80.0,80,RL,SLvl,0,155000
7,1358,NridgHt,2009,2010,5,1358,733,1358,0,2,484,Attchd,RFn,2010.0,2,0,6,Gd,Gd,Gd,Mn,1,Gd,6371,44.0,120,RL,1Story,35,224000
7,1640,CollgCr,2003,2003,5,798,0,798,842,2,595,Attchd,RFn,2003.0,2,1,6,Gd,Gd,Gd,No,0,Npfireplace,7226,72.0,60,RL,2Story,45,183000
4,936,OldTown,1953,1953,4,936,0,936,0,2,576,Detchd,Unf,1974.0,1,0,4,TA,Fa,Fa,No,0,Npfireplace,6000,60.0,20,RM,1Story,32,93000
7,1733,Gilbert,2003,2003,5,847,0,847,886,2,433,BuiltIn,Fin,2003.0,2,1,7,Gd,Gd,Gd,Gd,1,Gd,12394,65.0,60,RL,2Story,48,225000
6,1489,SWISU,1940,1950,7,778,0,944,545,1,240,Detchd,Unf,1940.0,2,0,7,TA,TA,TA,No,1,Gd,9900,60.0,50,RL,1.5Fin,0,139500
8,1489,Somerst,2006,2006,5,1489,0,1489,0,2,776,Attchd,RFn,2006.0,2,0,7,Gd,Gd,Gd,No,1,Gd,11216,81.0,20,FV,1Story,140,232600
10,2084,NridgHt,2007,2008,5,2078,1636,2084,0,3,1220,Attchd,Fin,2007.0,2,0,7,Ex,Ex,Ex,Av,1,Gd,14803,114.0,20,RL,1Story,45,385000
5,784,BrkSide,1924,1950,6,784,784,784,0,0,0,NoGarage,NoGarage,0.0,1,0,5,Gd,TA,TA,No,0,Npfireplace,6130,50.0,45,RM,1.5Unf,0,109500
7,1434,SawyerW,2001,2001,5,1454,20,1434,0,2,527,Attchd,RFn,2001.0,2,0,6,Gd,Gd,Gd,No,1,TA,8529,65.0,20,RL,1Story,39,189000
5,2126,ClearCr,1967,1967,5,1013,249,1160,966,2,538,Attchd,Fin,1967.0,2,1,7,TA,TA,TA,Gd,0,Npfireplace,28698,80.0,60,RL,2Story,0,185000
7,1223,Somerst,2005,2005,5,600,0,520,623,2,480,Detchd,RFn,2005.0,2,1,4,Gd,Gd,Gd,No,0,Npfireplace,2544,24.0,160,FV,2Story,166,147400
6,1392,NAmes,1957,1957,5,1392,1040,1392,0,2,458,Attchd,RFn,1957.0,1,1,6,TA,TA,TA,No,2,Gd,11900,80.0,20,RL,1Story,0,166000
7,1200,Somerst,2005,2005,5,600,0,520,600,2,480,Detchd,RFn,2005.0,2,1,4,Gd,TA,Gd,No,0,Npfireplace,3180,30.0,160,FV,2Story,166,151000
7,1829,CollgCr,2003,2003,6,941,483,941,888,2,613,Attchd,RFn,2003.0,2,1,7,Gd,Gd,Gd,No,1,TA,9548,44.0,60,RL,2Story,39,237000
6,1516,NAmes,1964,1964,6,1516,196,1516,0,2,472,Attchd,RFn,1964.0,1,1,6,TA,TA,TA,No,0,Npfireplace,10004,100.0,20,RL,1Story,0,167000
5,1144,NAmes,1961,1961,6,1144,572,1144,0,2,456,Attchd,Unf,1961.0,1,0,6,TA,TA,TA,No,0,Npfireplace,7875,75.0,20,RL,1Story,0,139950
4,1067,Sawyer,1950,1995,7,1067,442,1067,0,2,436,Attchd,Unf,1996.0,2,0,4,Gd,TA,Gd,No,0,Npfireplace,9600,60.0,20,RL,1Story,0,128000
5,1559,OldTown,1948,1973,6,1559,338,1559,0,2,812,Detchd,Unf,1948.0,1,0,5,TA,TA,TA,No,0,Npfireplace,8100,90.0,30,RM,1Story,116,153500
6,987,BrDale,1973,1973,5,483,330,483,504,1,264,Detchd,Unf,1973.0,1,1,5,TA,TA,TA,No,0,Npfireplace,1680,21.0,160,RM,2Story,0,100000
5,1099,CollgCr,1995,2006,6,1099,0,1099,0,1,352,Attchd,Unf,1999.0,1,1,6,Gd,TA,Gd,No,0,Npfireplace,9525,75.0,20,RL,1Story,0,144000
5,1200,Edwards,1946,1995,6,768,352,768,432,1,240,Detchd,Unf,1946.0,1,0,6,TA,TA,TA,No,0,Npfireplace,11767,70.0,50,RL,1.5Fin,0,130500
6,1482,SWISU,1925,1950,8,672,156,810,672,1,400,Detchd,Unf,1934.0,2,0,7,Fa,TA,TA,No,0,Npfireplace,12155,60.0,70,RH,2Story,0,140000
5,1539,OldTown,1904,2002,8,650,0,958,581,2,686,Detchd,Unf,1983.0,2,0,8,Gd,TA,TA,No,1,Po,10440,60.0,70,RM,2Story,78,157500
6,1165,NAmes,1966,1966,7,1127,312,1165,0,2,490,Attchd,RFn,1966.0,1,1,6,TA,TA,TA,Gd,0,Npfireplace,9020,82.0,80,RL,SLvl,129,174900
5,1800,NAmes,1961,1961,4,1800,0,1800,0,0,0,NoGarage,NoGarage,0.0,2,0,10,TA,TA,TA,No,0,Npfireplace,8000,80.0,90,RL,1Story,0,141000
5,1416,OldTown,1915,1950,8,876,0,876,540,3,720,Detchd,Unf,1949.0,1,1,7,TA,TA,TA,Mn,1,Gd,12665,100.0,50,RM,1.5Fin,0,153900
5,1701,Sawyer,1975,1981,5,1390,1390,1701,0,2,611,Basment,Fin,1975.0,2,0,6,TA,TA,Gd,Gd,2,TA,16647,70.0,85,RL,SFoyer,0,171000
7,1775,SawyerW,1993,1993,5,740,513,1006,769,2,425,Attchd,Unf,1993.0,2,1,7,Gd,Gd,Gd,No,1,TA,9317,75.0,60,RL,2Story,72,213000
5,864,CollgCr,1972,1972,6,864,460,864,0,1,338,Attchd,Unf,1972.0,1,0,5,TA,TA,TA,Av,1,Fa,15523,36.0,20,RL,1Story,0,133500
6,2358,ClearCr,1908,1997,8,907,0,1307,1051,2,360,Detchd,Unf,1908.0,3,0,10,TA,TA,TA,No,1,Gd,45600,75.0,50,RL,1.5Fin,40,240000
6,1855,Veenker,1976,1994,7,528,0,1094,761,2,512,Attchd,RFn,1976.0,2,1,7,TA,Gd,TA,No,1,TA,9600,80.0,80,RL,SLvl,100,187000
6,848,CollgCr,2003,2003,5,848,659,848,0,2,420,Attchd,Fin,2003.0,1,0,3,Gd,Gd,Gd,Av,0,Npfireplace,4435,36.0,120,RM,1Story,0,131500
8,1456,Blmngtn,2003,2003,5,1273,0,1456,0,2,400,Attchd,Fin,2003.0,2,0,7,Gd,Gd,Gd,Gd,1,TA,3196,43.0,120,RL,1Story,20,215000
7,1646,Crawfor,1941,1950,5,918,364,918,728,1,240,Detchd,Unf,1941.0,2,0,7,TA,TA,TA,No,2,Gd,7128,53.0,75,RL,2.5Unf,0,164000
6,1445,NAmes,1964,1964,6,1127,564,1445,0,2,645,Attchd,RFn,1964.0,1,1,7,TA,TA,TA,Gd,1,Fa,12095,73.0,80,RL,SLvl,0,158000
5,1779,Sawyer,1955,1974,4,1763,306,1779,0,2,454,Attchd,Unf,1955.0,1,1,6,TA,TA,TA,Mn,1,Gd,17920,102.0,20,RL,1Story,418,170000
5,1040,Sawyer,1962,2010,8,1040,659,1040,0,1,260,Detchd,Unf,1962.0,1,1,6,TA,TA,TA,No,0,Npfireplace,6897,70.0,20,RL,1Story,104,127000
6,1026,CollgCr,1978,1978,6,940,505,1026,0,2,576,Detchd,Unf,1981.0,1,0,5,TA,TA,Gd,Gd,0,Npfireplace,10970,69.0,80,RL,SLvl,0,147000
6,1481,Gilbert,1994,1995,5,702,0,702,779,2,343,Attchd,Fin,1994.0,2,1,6,TA,TA,Gd,No,1,TA,8125,65.0,60,RL,2Story,36,174000
7,1370,NWAmes,1976,1976,5,1090,0,1370,0,2,479,Attchd,RFn,1976.0,2,0,6,TA,TA,Gd,No,1,TA,10400,80.0,20,RL,1Story,0,152000
6,2654,NWAmes,1968,1984,7,1054,619,1512,1142,2,619,Attchd,Unf,1968.0,2,1,9,Gd,TA,TA,Mn,1,Gd,11029,80.0,60,RL,2Story,65,250000
7,1426,Crawfor,1918,1998,8,912,0,912,514,1,216,Detchd,Unf,1925.0,1,1,7,Gd,Gd,TA,No,1,Gd,7642,55.0,50,RL,1.5Fin,240,189950
5,1039,Sawyer,1965,1965,4,1039,841,1039,0,2,504,Attchd,Unf,1965.0,1,1,6,TA,TA,TA,Mn,0,Npfireplace,11625,75.0,190,RL,1Story,0,131500
6,1097,SawyerW,1984,1985,5,1040,338,1097,0,2,480,Attchd,Unf,1986.0,2,0,6,TA,TA,Gd,No,0,Npfireplace,9672,81.0,20,RL,1Story,0,152000
5,1148,NAmes,1959,1959,5,1148,1148,1148,0,1,672,Attchd,Unf,1959.0,1,0,6,TA,TA,TA,No,0,Npfireplace,7931,70.0,20,RL,1Story,0,132500
7,1372,Somerst,2007,2008,5,1372,0,1372,0,2,529,Attchd,Fin,2008.0,2,0,6,Gd,Gd,Ex,No,0,Npfireplace,8640,72.0,20,FV,1Story,140,250580
5,1002,NAmes,1970,1970,6,1002,828,1002,0,2,902,Detchd,Unf,1973.0,1,0,5,TA,TA,TA,No,0,Npfireplace,8750,73.0,20,RL,1Story,0,148500
8,1646,Timber,2006,2007,5,1638,0,1646,0,3,870,Attchd,RFn,2007.0,2,0,6,Gd,Gd,Gd,Av,1,Gd,10656,67.0,20,RL,1Story,80,248900
4,1120,Sawyer,1961,1961,5,1040,932,1120,0,2,544,Attchd,RFn,1961.0,1,1,5,Fa,TA,TA,No,0,Npfireplace,6970,85.0,20,RL,1Story,0,129000
5,2320,Gilbert,1948,1950,6,0,0,1547,720,2,672,Attchd,Unf,1979.0,2,0,7,TA,TA,NoBasement,NoBasement,1,TA,14762,65.0,60,RL,2Story,144,169000
7,1949,SawyerW,1993,1994,5,1050,750,1062,887,2,574,Attchd,Fin,1993.0,2,1,8,Gd,Gd,Gd,No,1,TA,9938,80.0,60,RL,2Story,90,236000
5,894,NAmes,1962,1962,5,894,0,894,0,1,308,Detchd,Unf,1962.0,1,0,5,TA,TA,TA,No,0,Npfireplace,6600,60.0,20,RL,1Story,0,109500
