OverallQual,GrLivArea,Neighborhood,YearBuilt,YearRemodAdd,OverallCond,TotalBsmtSF,BsmtFinSF1,1stFlrSF,2ndFlrSF,GarageCars,GarageArea,GarageType,GarageFinish,GarageYrBlt,FullBath,HalfBath,TotRmsAbvGrd,KitchenQual,ExterQual,BsmtQual,BsmtExposure,Fireplaces,FireplaceQu,LotArea,LotFrontage,MSSubClass,MSZoning,HouseStyle,OpenPorchSF,SalePrice
5,1052,NAmes,1968,1968,5,1052,1016,1052,0,1,288,Attchd,RFn,1968.0,1,1,5,TA,TA,TA,Av,0,Npfireplace,8400,70.0,20,RL,1Story,0,138500
6,1632,NWAmes,1966,2000,8,800,400,800,832,2,484,Attchd,Unf,1966.0,1,1,7,Gd,TA,TA,No,0,Npfireplace,9130,80.0,60,RL,2Story,40,173000
6,2624,Crawfor,1918,1950,6,1370,1128,1370,1254,3,864,Detchd,Unf,1918.0,2,1,10,TA,TA,Gd,No,1,Gd,22420,86.0,70,RL,2Story,0,239000
7,1250,Somerst,2006,2007,5,625,0,625,625,2,625,Detchd,Fin,2006.0,2,1,5,Gd,Gd,Gd,No,0,Npfireplace,4017,35.0,160,FV,2Story,54,171900
6,1560,Gilbert,2005,2005,5,684,0,684,876,2,400,BuiltIn,Fin,2005.0,2,1,6,Gd,Gd,Gd,Av,1,Gd,11911,122.0,60,RL,2Story,38,174000
7,2784,NWAmes,1978,1978,5,1392,790,1392,1392,2,564,Attchd,RFn,1978.0,3,1,12,Gd,TA,Gd,No,2,TA,16692,80.0,60,RL,2Story,112,250000
6,1511,Gilbert,1997,1997,5,802,714,802,709,2,413,Attchd,Fin,1997.0,2,1,8,TA,TA,Gd,Av,1,TA,11207,70.0,60,RL,2Story,75,185000
4,720,IDOTRR,1920,1950,5,720,495,720,0,0,0,NoGarage,NoGarage,0.0,1,0,4,TA,TA,TA,No,0,Npfireplace,7879,60.0,30,C (all),1Story,523,34900
6,913,Sawyer,1966,1966,5,814,187,913,0,1,240,Detchd,Unf,1990.0,1,0,6,TA,TA,TA,Gd,0,Npfireplace,8400,70.0,85,RL,SFoyer,0,129000
6,1394,NAmes,1963,1963,5,1394,609,1394,0,2,514,Attchd,RFn,1963.0,1,1,6,TA,TA,Gd,No,2,Gd,9500,73.0,20,RL,1Story,76,159000
4,1324,BrkSide,1936,1950,6,672,672,757,567,1,240,Detchd,Unf,1936.0,1,0,6,TA,TA,TA,No,0,Npfireplace,6000,50.0,50,RM,1.5Fin,0,128000
6,1054,NAmes,1963,1963,7,936,763,1054,0,2,480,Attchd,RFn,1963.0,1,0,6,Gd,TA,TA,Gd,0,Npfireplace,8800,80.0,85,RL,SFoyer,0,137500
8,1419,Gilbert,2002,2002,5,408,353,779,640,2,527,BuiltIn,Fin,2002.0,2,1,7,Gd,Gd,Gd,No,1,TA,7750,65.0,80,RL,SLvl,0,184100
6,2267,Gilbert,2002,2002,5,1010,0,1010,1257,2,390,BuiltIn,RFn,2002.0,2,1,8,Gd,Gd,Gd,No,1,TA,8068,65.0,60,RL,2Story,46,200000
6,2259,Crawfor,1953,1953,5,1809,35,2259,0,2,450,Basment,Unf,1953.0,2,0,7,Gd,TA,Gd,Mn,2,Gd,21000,66.0,20,RL,1Story,120,217000
7,2183,NWAmes,1988,1988,5,1204,1002,1377,806,3,786,Attchd,Unf,1988.0,2,1,9,Gd,Gd,Gd,No,0,Npfireplace,13837,80.0,50,RL,1.5Fin,0,229000
5,1092,NAmes,1957,1957,5,1092,895,1092,0,1,299,Attchd,Fin,1957.0,1,0,6,TA,TA,TA,No,1,TA,14850,69.0,20,RL,1Story,0,141000
6,1651,Timber,1986,1986,5,1606,1398,1651,0,2,616,Attchd,Fin,1986.0,2,0,7,TA,TA,Gd,No,1,TA,12416,47.0,20,RL,1Story,0,184000
5,1904,NAmes,1950,1982,4,1208,180,1136,768,1,240,Attchd,Unf,1950.0,1,1,7,TA,TA,TA,No,0,Npfireplace,7200,60.0,50,RL,1.5Fin,0,138000
5,803,IDOTRR,1941,1950,6,720,116,803,0,2,360,Detchd,Unf,1941.0,1,0,5,TA,TA,TA,Av,0,Npfireplace,5000,50.0,45,RM,1.5Unf,0,87000
5,1006,Sawyer,1959,1959,3,1006,288,1006,0,0,0,NoGarage,NoGarage,0.0,1,0,5,TA,TA,TA,No,0,Npfireplace,9000,70.0,20,RL,1Story,24,80000
6,1158,BrkSide,1929,1950,7,862,0,950,208,1,208,BuiltIn,RFn,1929.0,1,0,5,TA,TA,TA,No,1,Gd,6000,50.0,50,RM,1.5Fin,0,120000
7,2236,Gilbert,1997,1997,5,964,0,993,1243,2,642,BuiltIn,Fin,1997.0,2,1,8,Gd,TA,Gd,No,1,TA,13006,65.0,60,RL,2Story,0,222000
6,1734,NAmes,1962,1981,7,912,600,1085,649,2,440,Attchd,RFn,1962.0,1,1,7,Gd,TA,TA,No,1,Gd,9786,77.0,50,RL,1.5Fin,0,159000
7,1640,CollgCr,2003,2003,5,798,0,798,842,2,595,Attchd,RFn,2003.0,2,1,6,Gd,Gd,Gd,No,0,Npfireplace,7226,72.0,60,RL,2Story,45,183000
7,1212,CollgCr,2001,2001,5,1212,0,1212,0,2,573,Attchd,RFn,2001.0,2,0,6,Gd,Gd,Gd,No,0,Npfireplace,9100,70.0,20,RL,1Story,0,178000
4,1258,Sawyer,1969,1969,4,1198,1198,1258,0,2,400,CarPort,Unf,1969.0,0,2,6,TA,TA,Gd,Av,0,Npfireplace,12900,60.0,90,RL,SFoyer,0,108959
5,1228,Sawyer,1966,2006,6,1228,0,1228,0,1,271,Attchd,Unf,1966.0,1,1,6,Gd,TA,TA,No,0,Npfireplace,8544,70.0,20,RL,1Story,65,149350
5,980,Sawyer,1977,1977,6,980,560,980,0,2,484,Detchd,Unf,1986.0,1,0,6,TA,TA,TA,No,0,Npfireplace,7064,71.0,20,RL,1Story,0,135000
5,864,Edwards,1925,1950,6,864,468,864,0,0,0,NoGarage,NoGarage,0.0,1,0,5,TA,TA,TA,No,0,Npfireplace,5604,67.0,30,RL,1Story,0,98000
5,1968,Mitchel,1969,1969,4,784,562,1168,800,2,530,Attchd,RFn,1969.0,2,1,7,TA,TA,TA,Av,1,Po,11075,75.5,60,RL,2Story,189,172000
7,1550,Somerst,2006,2007,5,1092,812,1112,438,2,438,Attchd,Fin,2007.0,2,0,7,Gd,Gd,Gd,No,0,Npfireplace,8125,65.0,60,FV,2Story,168,241000
9,1506,Somerst,2008,2008,5,1498,0,1506,0,2,592,Attchd,Fin,2008.0,2,0,6,Ex,Gd,Gd,No,1,Gd,14587,75.0,20,RL,1Story,174,264132
1,904,Edwards,1922,1950,1,683,350,904,0,0,0,NoGarage,NoGarage,0.0,0,1,4,Fa,Fa,Fa,Gd,0,Npfireplace,10020,67.0,30,RL,1Story,0,61000
7,1358,NridgHt,2004,2004,5,1358,720,1358,0,2,484,Attchd,RFn,2004.0,2,0,6,Gd,Gd,Gd,Av,1,Gd,8198,59.0,120,RM,1Story,30,207000
5,1224,SawyerW,1979,1979,5,1086,1086,1224,0,2,528,Detchd,Unf,1979.0,0,2,6,TA,TA,Gd,Av,2,TA,7018,64.0,90,RL,SFoyer,0,153337
6,1194,NAmes,1959,1959,6,655,655,1194,0,2,539,BuiltIn,Fin,1954.0,1,0,6,TA,TA,TA,Mn,1,Fa,8910,79.0,20,RL,1Story,0,159500
6,1647,Gilbert,1999,2000,5,953,0,953,694,2,460,Attchd,RFn,1999.0,2,1,7,TA,TA,Gd,No,1,TA,7917,62.0,60,RL,2Story,40,175000
7,2097,SawyerW,1993,1993,5,1080,50,1080,1017,3,678,Attchd,Unf,1993.0,2,1,9,Gd,Gd,Gd,No,1,TA,11228,59.0,60,RL,2Story,187,228000
8,2090,CollgCr,1995,1996,5,1220,1079,1220,870,2,556,Attchd,RFn,1995.0,2,1,8,Gd,Gd,Gd,No,1,TA,10000,80.0,60,RL,2Story,65,240000
5,1065,NAmes,1960,1960,5,1065,0,1065,0,2,461,Detchd,Unf,1974.0,1,1,6,TA,TA,TA,No,0,Npfireplace,8892,80.0,20,RL,1Story,0,126500
4,1452,OldTown,1920,2008,5,736,0,736,716,0,0,NoGarage,NoGarage,0.0,2,0,8,TA,TA,TA,No,0,Npfireplace,4456,33.0,190,RM,2Story,0,113000
6,1096,Edwards,1924,1950,5,572,0,572,524,0,0,NoGarage,NoGarage,0.0,1,0,5,TA,TA,TA,No,0,Npfireplace,9600,60.0,50,RL,1.5Fin,8,79000
8,1924,NoRidge,1998,1998,5,1086,956,1086,838,2,592,Attchd,RFn,1998.0,2,1,7,Gd,Gd,Gd,Av,1,TA,12011,78.0,60,RL,2Story,75,280000
8,1836,NridgHt,2004,2005,5,1836,1039,1836,0,3,862,Attchd,Fin,2004.0,2,0,7,Gd,Gd,Ex,Mn,1,Gd,11362,107.0,20,RL,1Story,185,280000
7,1221,Somerst,2004,2005,5,1221,410,1221,0,2,400,Attchd,RFn,2004.0,2,0,6,Gd,Gd,Gd,No,0,Npfireplace,7500,62.0,20,FV,1Story,113,185000
5,1928,SWISU,1916,1995,8,686,0,948,980,0,0,NoGarage,NoGarage,0.0,2,0,10,TA,TA,TA,Mn,0,Npfireplace,7082,60.0,190,RH,2Story,0,160000
6,1573,Somerst,2000,2000,5,756,378,769,804,2,440,Detchd,Unf,2000.0,2,1,5,Gd,Gd,Gd,No,0,Npfireplace,2117,72.0,160,FV,2Story,32,177500
6,1352,Sawyer,1969,1969,7,663,371,663,689,1,299,Attchd,Fin,1969.0,1,1,7,TA,TA,TA,No,0,Npfireplace,9364,80.0,60,RL,2Story,36,158000
6,1440,NWAmes,1981,1981,7,1440,678,1440,0,2,467,Attchd,Fin,1981.0,2,0,7,Gd,Gd,Gd,No,1,TA,12546,80.0,20,RL,1Story,0,182900
5,968,OldTown,1923,2006,6,968,0,968,0,2,480,Detchd,Unf,1935.0,1,0,5,TA,Gd,TA,No,0,Npfireplace,8520,60.0,30,RM,1Story,0,100000
6,1200,CollgCr,1995,1995,5,1200,334,1200,0,2,521,Attchd,RFn,1995.0,2,0,6,Gd,Gd,Gd,No,0,Npfireplace,11249,105.0,20,RL,1Story,26,177500
8,1752,Gilbert,1988,2005,7,559,427,1080,672,2,492,Basment,RFn,1988.0,2,0,8,TA,Gd,Gd,Av,0,Npfireplace,12134,152.0,50,RL,1.5Fin,12,164000
6,1498,Gilbert,1995,1996,5,691,592,691,807,2,409,Attchd,Fin,1995.0,2,1,6,TA,TA,Gd,No,1,TA,13031,65.0,60,RL,2Story,44,187500
6,848,CollgCr,2004,2004,5,848,662,848,0,2,420,Attchd,Fin,2004.0,1,0,4,Gd,Gd,Gd,Gd,1,Gd,4438,69.0,120,RM,1Story,0,144500
4,708,BrkSide,1940,1950,7,420,280,708,0,0,0,NoGarage,NoGarage,0.0,1,0,5,Fa,Fa,TA,No,0,Npfireplace,5330,50.0,30,RL,1Story,0,82500
4,924,Edwards,1941,1950,4,672,348,672,252,1,280,Detchd,Unf,1941.0,1,0,5,Fa,TA,Gd,No,0,Npfireplace,12180,60.0,190,RL,1.5Fin,0,80000
4,864,NAmes,1971,1971,6,864,616,864,0,2,528,Detchd,Unf,1974.0,1,0,5,TA,TA,TA,No,0,Npfireplace,9000,60.0,20,RL,1Story,0,120500
6,1478,NAmes,1960,1960,5,1478,1270,1478,0,2,498,Attchd,Unf,1960.0,2,0,6,TA,TA,TA,No,2,Gd,17600,73.0,20,RL,1Story,40,157500
3,1733,Edwards,1955,1955,5,0,0,1733,0,2,452,Attchd,Unf,1955.0,2,0,8,TA,TA,NoBasement,NoBasement,1,Gd,13680,67.0,20,RL,1Story,0,139600
5,974,Mitchel,1991,1992,5,974,212,974,0,0,0,NoGarage,NoGarage,0.0,1,0,5,TA,TA,Gd,Mn,0,Npfireplace,10712,63.0,20,RL,1Story,28,93500
5,1456,Edwards,1948,1950,3,810,0,1002,454,1,280,Detchd,Unf,1954.0,1,0,7,TA,TA,Fa,Mn,1,TA,7585,50.0,50,RL,1.5Fin,0,91500
7,1274,CollgCr,2005,2007,5,1274,925,1274,0,2,508,Attchd,RFn,2005.0,2,0,6,Gd,Gd,Gd,No,0,Npfireplace,8814,68.0,20,RL,1Story,98,203000
8,1904,NridgHt,2005,2005,5,1058,546,1058,846,2,736,BuiltIn,Fin,2003.0,2,1,8,Ex,Gd,Gd,Av,1,Gd,10927,74.0,60,RL,2Story,60,275000
7,2110,SawyerW,1994,2002,5,948,695,1222,888,2,463,Attchd,RFn,1994.0,2,1,8,Gd,Gd,Gd,No,2,Fa,8880,68.0,60,RL,2Story,130,205000
6,1141,SawyerW,2005,2005,5,1141,0,1141,0,2,484,Detchd,Unf,2005.0,1,1,6,TA,Gd,Gd,No,0,Npfireplace,13072,63.0,20,RL,1Story,0,142500
5,789,Crawfor,1926,1950,5,768,0,789,0,1,200,Detchd,Unf,1926.0,1,0,5,TA,TA,TA,No,0,Npfireplace,10594,55.0,45,RL,1.5Unf,0,96500
9,1698,Edwards,2007,2008,5,1698,1234,1698,0,3,768,Attchd,Fin,2007.0,2,0,8,Ex,Ex,Ex,No,1,Gd,13286,86.0,20,RL,1Story,64,320000
6,1848,BrkSide,1923,2000,7,833,0,1053,795,2,370,Detchd,Unf,1922.0,1,1,8,Gd,TA,TA,No,1,Gd,13053,64.0,50,RL,1.5Fin,0,207000
6,1700,CollgCr,2003,2003,5,1682,340,1700,0,2,544,Attchd,RFn,2003.0,2,0,7,Gd,Gd,Gd,Av,0,Npfireplace,9135,70.0,20,RL,1Story,23,200000
4,1154,IDOTRR,1922,2007,8,796,735,796,358,1,240,Detchd,Unf,1922.0,1,0,7,Gd,TA,TA,No,0,Npfireplace,5436,40.0,50,RM,1.5Fin,96,125500
7,1530,StoneBr,2005,2005,5,1530,1274,1530,0,2,430,Attchd,Fin,2005.0,2,0,7,Gd,Gd,Ex,Av,1,Gd,16158,124.0,20,RL,1Story,36,260000
5,1484,NWAmes,1971,1971,6,1484,998,1484,0,2,487,Attchd,Unf,1971.0,2,0,7,TA,TA,Gd,Av,1,TA,12243,70.0,20,RL,1Story,0,175000
5,1144,NAmes,1963,1963,5,1144,25,1144,0,1,336,Detchd,Unf,1962.0,1,1,6,TA,TA,TA,No,0,Npfireplace,9204,71.0,20,RL,1Story,88,124000
5,1360,NAmes,1955,1955,5,384,384,1360,0,2,572,Detchd,Unf,1962.0,1,0,6,TA,TA,TA,No,1,TA,7134,60.0,80,RL,SLvl,50,130000
6,1362,BrkSide,1920,1999,8,611,0,751,611,2,502,Detchd,Fin,1920.0,2,0,6,TA,TA,Fa,Mn,0,Npfireplace,6155,60.0,70,RM,2Story,0,128000
5,1539,BrkSide,1936,1950,6,927,0,1067,472,2,576,Detchd,Unf,1995.0,1,1,5,TA,TA,TA,No,0,Npfireplace,6120,51.0,50,RM,1.5Fin,0,141500
7,2036,Timber,1965,1965,5,2136,1236,2036,0,2,513,Attchd,RFn,1965.0,2,0,8,TA,TA,Gd,Gd,2,Gd,215245,150.0,20,RL,1Story,0,375000
5,816,Mitchel,1982,2008,9,816,641,816,0,1,264,Attchd,Unf,1982.0,1,0,5,Gd,Gd,TA,No,1,Ex,6600,60.0,20,RL,1Story,0,130500
6,1844,NWAmes,1977,1977,6,1844,705,1844,0,2,546,Attchd,RFn,1977.0,2,0,7,TA,TA,Gd,No,1,TA,11751,105.0,20,RL,1Story,122,190000
4,672,Edwards,1941,1950,6,672,344,672,0,1,234,Attchd,Unf,1941.0,1,0,4,TA,TA,TA,No,0,Npfireplace,9340,50.0,30,RL,1Story,113,113000
6,1610,NWAmes,1977,2001,7,1610,1200,1610,0,2,480,Attchd,RFn,1977.0,2,0,6,Gd,TA,TA,Mn,2,TA,10603,80.0,20,RL,1Story,68,205000
4,1181,Edwards,1972,1972,5,1138,920,1181,0,2,588,Detchd,RFn,1974.0,2,0,6,TA,TA,Gd,Av,0,Npfireplace,10012,90.0,85,RL,SFoyer,0,137500
8,1571,Timber,2007,2007,5,1571,0,1571,0,3,722,Attchd,Fin,2007.0,2,0,7,Gd,Gd,Gd,Gd,1,Gd,10991,89.0,20,RL,1Story,36,239000
5,2192,SWISU,1939,1997,8,720,378,1052,720,1,240,Detchd,Unf,1939.0,2,1,8,Gd,TA,TA,No,1,Gd,8400,60.0,75,RL,2.5Fin,24,179500
5,1360,IDOTRR,1938,1995,6,803,0,803,557,1,297,Detchd,Unf,1951.0,1,1,6,Gd,TA,TA,No,0,Npfireplace,7200,60.0,50,RM,1.5Fin,65,125500
7,1950,Somerst,1997,1998,5,975,649,975,975,2,576,Detchd,RFn,1997.0,2,1,7,Gd,Gd,Gd,No,1,TA,7399,66.0,60,FV,2Story,10,239000
7,1252,Somerst,1999,2000,5,600,510,624,628,2,462,Detchd,Unf,1999.0,2,1,4,Gd,Gd,Gd,No,0,Npfireplace,2160,24.0,160,FV,2Story,48,160000
6,1796,NAmes,1963,1963,5,780,400,983,813,2,483,Attchd,RFn,1963.0,1,1,8,TA,TA,TA,No,1,TA,7056,71.0,60,RL,2Story,50,140000
8,2097,Somerst,2005,2006,5,2077,1721,2097,0,3,1134,Attchd,Fin,2005.0,1,1,8,Ex,Gd,Ex,Mn,1,Ex,20896,49.0,20,RL,1Story,267,423000
9,1856,StoneBr,2010,2010,2,1856,1445,1856,0,3,834,Attchd,Fin,2010.0,1,1,8,Ex,Gd,Ex,Av,1,Ex,11394,88.0,20,RL,1Story,0,394432
4,858,NAmes,1971,1971,4,858,614,858,0,0,0,NoGarage,NoGarage,0.0,1,0,5,TA,TA,TA,No,0,Npfireplace,8125,73.0,20,RL,1Story,0,88000
6,1593,Gilbert,2004,2004,5,839,759,864,729,2,398,Attchd,Fin,2004.0,2,1,8,TA,TA,TA,No,1,TA,7415,62.0,60,RL,2Story,75,193000
6,1912,OldTown,1905,2000,7,482,0,1221,691,2,672,Detchd,Unf,2003.0,2,0,7,TA,TA,Fa,No,1,TA,10800,60.0,190,RM,1.5Fin,25,163000
6,958,NPkVill,1976,1976,5,1078,120,958,0,2,440,Attchd,RFn,1977.0,2,0,5,TA,TA,Gd,No,1,TA,4928,24.0,120,RL,1Story,205,128000
5,2634,NAmes,1969,1969,5,1248,500,1338,1296,4,968,Detchd,Unf,1969.0,2,2,12,TA,TA,TA,No,0,Npfireplace,11643,91.0,90,RL,2Story,0,200000
7,2263,NWAmes,1977,1994,7,795,795,1468,795,2,539,Attchd,Fin,1977.0,2,1,9,Gd,TA,TA,No,1,TA,16659,80.0,60,RL,2Story,250,235000
10,4676,Edwards,2007,2008,5,3138,2260,3138,1538,3,884,BuiltIn,Fin,2007.0,3,1,11,Ex,Ex,Ex,Gd,1,Gd,40094,130.0,60,RL,2Story,406,184750
7,1200,Somerst,2005,2005,5,600,0,520,600,2,480,Detchd,RFn,2005.0,2,1,4,Gd,Gd,Gd,No,0,Npfireplace,3180,30.0,160,FV,2Story,166,144152
7,1208,CollgCr,2007,2007,5,1208,664,1208,0,2,628,Attchd,RFn,2007.0,2,0,6,Gd,Gd,Gd,No,0,Npfireplace,6762,64.0,20,RL,1Story,54,195400
6,1167,Gilbert,1992,1992,6,1158,560,1167,0,2,400,Attchd,RFn,1992.0,2,0,6,Gd,TA,Gd,No,0,Npfireplace,9248,65.0,20,RL,1Story,26,173000
5,1382,OldTown,1941,1950,6,720,360,854,0,2,660,Detchd,Unf,1991.0,1,1,7,TA,TA,TA,No,0,Npfireplace,12358,60.0,50,RM,1.5Fin,0,128500
6,1564,SawyerW,1980,1981,6,650,0,888,676,2,476,Attchd,Unf,1980.0,2,1,7,TA,TA,Gd,No,1,TA,8400,70.0,60,RL,2Story,50,171000
6,1851,NAmes,1964,1993,8,822,536,1020,831,2,440,Attchd,RFn,1964.0,2,1,7,Gd,TA,TA,Gd,1,Fa,9760,80.0,60,RL,2Story,42,187000
5,1416,OldTown,1915,1950,8,876,0,876,540,3,720,Detchd,Unf,1949.0,1,1,7,TA,TA,TA,Mn,1,Gd,12665,100.0,50,RM,1.5Fin,0,153900
6,1092,NAmes,1964,1964,7,1092,787,1092,0,2,504,Attchd,RFn,1964.0,1,0,6,TA,TA,Gd,No,0,Npfireplace,8250,75.0,20,RL,1Story,0,145000
4,1131,OldTown,1937,2000,7,907,168,1131,0,2,672,Detchd,Unf,1995.0,1,0,7,TA,TA,Fa,No,0,Npfireplace,5925,50.0,30,RM,1Story,72,89471
4,864,NAmes,1971,1971,5,864,432,864,0,0,0,NoGarage,NoGarage,0.0,1,0,5,TA,TA,TA,No,1,Po,10500,70.0,20,RL,1Story,0,115000
6,1523,NWAmes,1976,1976,5,1193,644,1523,0,2,478,Attchd,Fin,1976.0,2,0,7,TA,TA,Gd,No,1,TA,11361,104.0,20,RL,1Story,0,180000
7,1971,Somerst,2005,2005,5,1113,341,1113,858,2,689,Attchd,RFn,2005.0,2,1,8,Gd,Gd,Gd,Mn,1,Gd,9675,75.0,60,RL,2Story,48,253000
5,1271,Sawyer,1948,1950,5,720,0,720,551,1,312,Attchd,Unf,1948.0,2,0,7,TA,TA,TA,No,1,Gd,21286,115.0,50,RL,1.5Fin,0,135000
7,1352,Somerst,2006,2007,5,1352,0,1352,0,2,466,Attchd,RFn,2006.0,2,0,5,Gd,Gd,Ex,No,1,Gd,4230,47.0,120,FV,1Story,241,208900
6,1469,IDOTRR,1906,1995,7,756,0,756,713,1,216,Detchd,Unf,1906.0,1,0,7,TA,TA,TA,No,0,Npfireplace,10320,60.0,50,RM,1.5Fin,0,135000
10,2402,NridgHt,2008,2008,5,3094,1767,2402,0,3,672,Attchd,Fin,2008.0,2,0,10,Ex,Ex,Ex,Gd,2,Gd,15431,105.0,20,RL,1Story,72,555000
7,1525,CollgCr,2000,2000,5,1525,1400,1525,0,2,541,Attchd,RFn,2000.0,2,0,6,Gd,Gd,Gd,Av,0,Npfireplace,9100,70.0,20,RL,1Story,36,235000
8,1713,NridgHt,2004,2005,5,1713,1088,1713,0,3,856,Attchd,Fin,2004.0,2,0,7,Ex,Gd,Ex,Av,1,Gd,9591,76.0,20,RL,1Story,26,274900
7,1504,CollgCr,1996,1996,5,1504,690,1504,0,2,478,Attchd,Fin,1996.0,2,0,6,Gd,Gd,Gd,Gd,1,TA,11883,73.0,20,RL,1Story,66,203000
5,1771,Mitchel,1960,2006,4,0,0,1771,0,2,336,Attchd,Unf,1960.0,1,0,9,TA,TA,NoBasement,NoBasement,1,TA,21750,100.0,20,RL,1Story,0,115000
6,1369,Edwards,1925,1950,6,672,551,697,672,1,300,Detchd,Unf,1930.0,2,0,6,TA,TA,TA,No,0,Npfireplace,6629,54.0,70,RH,2Story,0,103600
7,1430,Gilbert,2000,2000,5,384,0,774,656,2,400,BuiltIn,RFn,2000.0,2,1,8,TA,TA,Gd,No,1,TA,9967,76.0,80,RL,SLvl,0,170000
5,1246,NAmes,1959,1994,7,1246,340,1246,0,1,305,Attchd,RFn,1959.0,1,1,6,Gd,TA,TA,No,0,Npfireplace,7500,75.0,20,RL,1Story,0,154000
5,1040,Sawyer,1965,1965,5,1040,906,1040,0,1,384,Detchd,Unf,1965.0,1,0,5,TA,TA,TA,No,0,Npfireplace,11200,70.0,20,RL,1Story,0,129500
7,2035,Gilbert,2001,2001,5,884,0,884,1151,2,434,BuiltIn,Fin,2001.0,2,1,8,Gd,Gd,Gd,No,1,Gd,9505,65.0,60,RL,2Story,48,222500
8,2622,NoRidge,1994,1995,5,1463,1032,1500,1122,2,712,Attchd,RFn,1994.0,2,1,9,Gd,Gd,Ex,Av,2,TA,12256,98.0,60,RL,2Story,32,325000
8,1468,Somerst,2008,2009,5,1468,0,1468,0,3,898,Attchd,Fin,2008.0,2,0,6,Gd,Gd,Gd,No,1,Gd,9612,74.0,20,RL,1Story,150,244600
6,1152,Crawfor,1950,2004,8,1092,0,1152,0,1,300,Attchd,Unf,1950.0,1,0,6,Gd,TA,TA,No,1,Gd,14000,80.0,20,RL,1Story,36,158500
4,1573,BrkSide,1935,1995,7,884,0,989,584,1,240,Detchd,Unf,1935.0,1,0,6,Gd,TA,TA,No,0,Npfireplace,6120,51.0,50,RM,1.5Fin,0,133000
5,1716,Edwards,1949,2008,4,768,292,1148,568,1,281,Attchd,Unf,1949.0,1,1,8,TA,TA,TA,No,1,Gd,11409,60.0,50,RL,1.5Fin,0,131000
7,1501,Somerst,1999,1999,5,744,549,757,744,2,440,Detchd,Unf,1999.0,2,1,6,TA,TA,Gd,No,0,Npfireplace,2280,24.0,160,FV,2Story,0,179400
8,1788,CollgCr,2001,2001,5,1753,0,1788,0,2,522,Attchd,RFn,2001.0,2,0,7,Ex,Gd,Gd,Av,1,TA,11838,69.0,20,RL,1Story,151,236500
5,1664,Edwards,1965,1965,5,0,0,1664,0,0,0,NoGarage,NoGarage,0.0,2,0,8,TA,TA,NoBasement,NoBasement,0,Npfireplace,9825,75.0,90,RL,1Story,0,100000
9,2713,NridgHt,2008,2008,5,1452,1330,1476,1237,3,858,Attchd,Fin,2008.0,2,1,11,Ex,Ex,Ex,Av,1,Gd,14948,67.0,60,RL,2Story,66,446261
7,1582,CollgCr,2004,2004,5,770,490,770,812,2,520,Attchd,RFn,2004.0,2,1,6,Gd,Gd,Gd,No,0,Npfireplace,8320,64.0,60,RL,2Story,45,185900
5,1053,NAmes,1958,1991,7,1008,567,1053,0,2,750,2Types,RFn,1998.0,1,1,6,Ex,TA,TA,No,0,Npfireplace,8973,69.0,20,RL,1Story,80,150000
4,864,NAmes,1970,1970,6,864,375,864,0,2,660,Detchd,Unf,1989.0,1,0,5,Gd,TA,TA,No,0,Npfireplace,6960,60.0,20,RL,1Story,0,120500
8,1629,NridgHt,2003,2004,5,3206,1124,1629,0,3,880,Attchd,RFn,2003.0,2,0,7,Gd,Gd,Gd,No,1,Gd,10655,85.0,20,RL,1Story,0,284000
7,2978,NAmes,1967,2007,7,710,0,1898,1080,2,564,BuiltIn,Fin,1961.0,2,1,11,Gd,Gd,Gd,No,1,Gd,11275,96.0,80,RL,SLvl,0,242000
5,894,Sawyer,1967,2003,7,894,702,894,0,2,450,Attchd,RFn,1967.0,1,0,5,Gd,TA,TA,No,0,Npfireplace,9764,57.0,20,RL,1Story,0,130000
6,1604,Gilbert,1997,1998,5,926,0,926,678,2,470,Attchd,Fin,1997.0,2,1,7,TA,TA,Gd,No,1,TA,10839,100.0,60,RL,2Story,36,181000
7,1724,CollgCr,1998,1999,5,880,0,880,844,2,527,Attchd,Fin,1998.0,2,1,8,Gd,TA,Gd,Av,0,Npfireplace,8924,57.0,60,RL,2Story,155,188000
7,1682,NWAmes,1970,1970,6,1304,0,1682,0,2,530,Attchd,Unf,1970.0,2,0,7,TA,TA,TA,No,1,Gd,10400,80.0,20,RL,1Story,0,174000
5,1221,Edwards,1924,1950,7,784,392,949,272,1,392,Attchd,Unf,1965.0,1,0,7,TA,TA,TA,No,0,Npfireplace,9738,60.0,50,RL,1.5Fin,0,104900
5,1072,Edwards,2005,2005,5,547,547,1072,0,2,525,Basment,Fin,2005.0,1,0,5,TA,TA,Gd,Gd,0,Npfireplace,3675,35.0,180,RM,SLvl,28,145000
5,952,NAmes,1951,1951,7,952,852,952,0,2,840,Detchd,Unf,1988.0,1,0,4,TA,TA,TA,Mn,0,Npfireplace,7350,60.0,20,RL,1Story,0,139000
6,1118,OldTown,1920,1950,8,648,0,734,384,2,440,Detchd,Unf,1990.0,1,0,6,TA,TA,Fa,No,0,Npfireplace,4400,40.0,50,RM,1.5Fin,0,116000
4,960,BrkSide,1970,1970,5,960,789,960,0,2,576,Detchd,Unf,1970.0,1,0,6,TA,TA,TA,Av,0,Npfireplace,9873,60.0,190,RL,1Story,288,129000
